file_name,paragraph_name,query,value
2.品类评估与知识库-202310.docx,品类知识库/1、品类知识库的模块/内容,品类知识库/1、品类知识库的模块/内容品类评估的全部内容。公开渠道信息：行研报告、上市公司年报、资讯、榜单。内部生成信息：企业访谈记录、投委会反馈、投后复盘报告。,品类知识库/1、品类知识库的模块/内容品类评估的全部内容。公开渠道信息：行研报告、上市公司年报、资讯、榜单。内部生成信息：企业访谈记录、投委会反馈、投后复盘报告。
2.品类评估与知识库-202310.docx,品类知识库/1、品类知识库的模块/功能,品类知识库/1、品类知识库的模块/功能分品类浏览：根据品类名称定位到该品类下的全部信息。知识共建：BD每拓展一个新的品牌，则将该品牌反馈的品类洞察、品牌数据补充到品类知识库，扩充内容。,品类知识库/1、品类知识库的模块/功能分品类浏览：根据品类名称定位到该品类下的全部信息。知识共建：BD每拓展一个新的品牌，则将该品牌反馈的品类洞察、品牌数据补充到品类知识库，扩充内容。
2.品类评估与知识库-202310.docx,品类知识库/2、品类知识库的界面,品类知识库/2、品类知识库的界面截至2023年10月，品类知识库有企微明道云和QBI两个版本，企微明道云版本侧重品类的基础知识，QBI版本侧重定量指标、融合跨部门信息；预计2023年11月，新版本的品类知识库在展业App端上线并调用全流程系统的内容。之所以把知识库与全流程系统绑定，是为了使定量指标的更新迭代更加及时准确：在业务开展初期，品牌数量较少，定量指标的数据很多来自访谈时的经验值，随着业务进入高速成长期，品牌数量激增，定量指标的参考数据可以通过已拓展品牌的实际数据进行迭代，而拓展品牌的数据都记录在全流程系统中，所以将知识库与全流程系统进行绑定。,品类知识库/2、品类知识库的界面截至2023年10月，品类知识库有企微明道云和QBI两个版本，企微明道云版本侧重品类的基础知识，QBI版本侧重定量指标、融合跨部门信息；预计2023年11月，新版本的品类知识库在展业App端上线并调用全流程系统的内容。之所以把知识库与全流程系统绑定，是为了使定量指标的更新迭代更加及时准确：在业务开展初期，品牌数量较少，定量指标的数据很多来自访谈时的经验值，随着业务进入高速成长期，品牌数量激增，定量指标的参考数据可以通过已拓展品牌的实际数据进行迭代，而拓展品牌的数据都记录在全流程系统中，所以将知识库与全流程系统进行绑定。
2.品类评估与知识库-202310.docx,品类知识库/2、品类知识库的界面/企微明道云 链接,品类知识库/2、品类知识库的界面/企微明道云 链接内容包括品类评估的5大部分：1)品类发展，2)品类发展趋势及驱动因素，3)品牌对比，4)领先企业/品牌特征，5）主要风险，以及知识附件（即外部行研报告）。,品类知识库/2、品类知识库的界面/企微明道云 链接内容包括品类评估的5大部分：1)品类发展，2)品类发展趋势及驱动因素，3)品牌对比，4)领先企业/品牌特征，5）主要风险，以及知识附件（即外部行研报告）。
2.品类评估与知识库-202310.docx,品类知识库/2、品类知识库的界面/QBI 链接,品类知识库/2、品类知识库的界面/QBI 链接内容包括品类评估的内容包括品类评估的5大部分：1)品类发展，2)品类发展趋势及驱动因素，3)品牌对比，4)领先企业/品牌特征，5）主要风险，以及各品牌的UE模型、通用指标、特征指标、拓展经验、上会反馈。,品类知识库/2、品类知识库的界面/QBI 链接内容包括品类评估的内容包括品类评估的5大部分：1)品类发展，2)品类发展趋势及驱动因素，3)品牌对比，4)领先企业/品牌特征，5）主要风险，以及各品牌的UE模型、通用指标、特征指标、拓展经验、上会反馈。
2.品类评估与知识库-202310.docx,品类知识库/2、品类知识库的界面/App,品类知识库/2、品类知识库的界面/App计划2023年11月上线，主要功能包括：特征指标的全面呈现：领先企业均值、品类均值、滴灌通拓展企业中位数。用户快速获取品类知识：检索、问答、系统推送。用户便捷输入知识/信息/数据：上传文档类材料，输入指标类信息，输入非结构化信息。共创：区域总经理可随时查看、补充修改、反馈团队成员的经验知识输出内容；铁三角人员管理和更新自己输出的内容、标签，并与其他同事就各个品类进行知识互动。,品类知识库/2、品类知识库的界面/App计划2023年11月上线，主要功能包括：特征指标的全面呈现：领先企业均值、品类均值、滴灌通拓展企业中位数。用户快速获取品类知识：检索、问答、系统推送。用户便捷输入知识/信息/数据：上传文档类材料，输入指标类信息，输入非结构化信息。共创：区域总经理可随时查看、补充修改、反馈团队成员的经验知识输出内容；铁三角人员管理和更新自己输出的内容、标签，并与其他同事就各个品类进行知识互动。
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调,BD-2·数据收集与尽调初次沟通并不代表着BD工作的完成，而是项目正式的启动。完成初次沟通后，BD项目负责人的工作重心就应该转到跟进项目落地的流程上面。基于对初次沟通中对品牌方的理解，BD将会迎来项目流程中的第一次可行性判断，而这取决于我们尽职调查的结果。一个好的尽职调查可以为项目组提供最为基础的数据与事实依据，扼杀风险，挖掘亮点，并为我们接下来的投委会审批做出最完善的准备。初次沟通后，BD应该主动要求品牌方签署首次发行申请书（IO申请书），在完成签署后，开始尽职调查的流程。尽职调查可以分为法务、财务、技术三大板块。,BD-2·数据收集与尽调初次沟通并不代表着BD工作的完成，而是项目正式的启动。完成初次沟通后，BD项目负责人的工作重心就应该转到跟进项目落地的流程上面。基于对初次沟通中对品牌方的理解，BD将会迎来项目流程中的第一次可行性判断，而这取决于我们尽职调查的结果。一个好的尽职调查可以为项目组提供最为基础的数据与事实依据，扼杀风险，挖掘亮点，并为我们接下来的投委会审批做出最完善的准备。初次沟通后，BD应该主动要求品牌方签署首次发行申请书（IO申请书），在完成签署后，开始尽职调查的流程。尽职调查可以分为法务、财务、技术三大板块。
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/首次发行申请书（IO申请书）,BD-2·数据收集与尽调/首次发行申请书（IO申请书）首次发行申请书不仅是对双方数据和信息的保护，也是初次沟通后的第一个步骤，是项目正式开始推进的象征。从操作层面来讲，首次发行申请书签署的流程是非常标准化的，主要包含以下三个步骤：具体操作：,BD-2·数据收集与尽调/首次发行申请书（IO申请书）首次发行申请书不仅是对双方数据和信息的保护，也是初次沟通后的第一个步骤，是项目正式开始推进的象征。从操作层面来讲，首次发行申请书签署的流程是非常标准化的，主要包含以下三个步骤：具体操作：
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议默认情况下首次发行申请书需要使用滴灌通模板，模板可以在全流程上的项目拓展中找到:,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议默认情况下首次发行申请书需要使用滴灌通模板，模板可以在全流程上的项目拓展中找到:
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/生成协议：,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/生成协议：在保密协议签署区域点击进入“签署IO申请书”的“去完成部分”,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/生成协议：在保密协议签署区域点击进入“签署IO申请书”的“去完成部分”
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/选择模板：,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/选择模板：选择“线上”，并点选“选择合同模板”，点选“IO申请书模板”,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/选择模板：选择“线上”，并点选“选择合同模板”，点选“IO申请书模板”
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/填写信息：,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/填写信息：填写必要的信息并生成协议。关键词释疑：关键词释疑：代办人姓名：为签署营业执照的法人（或者以授权代办人）姓名代办人手机号：为相应法人（或者以授权代办人）下的手机号注：必须为实名认证下的对应手机号用印关键字：用印关键字信息可以协助系统自动盖章，需要和实际协议中的文字匹配，且这部分文字需要具有唯一性，甲方信息会由系统自动匹配，乙方用印关键字信息格式为（XXX为企业签约主体名称）-XXX（盖章）,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/填写信息：填写必要的信息并生成协议。关键词释疑：关键词释疑：代办人姓名：为签署营业执照的法人（或者以授权代办人）姓名代办人手机号：为相应法人（或者以授权代办人）下的手机号注：必须为实名认证下的对应手机号用印关键字：用印关键字信息可以协助系统自动盖章，需要和实际协议中的文字匹配，且这部分文字需要具有唯一性，甲方信息会由系统自动匹配，乙方用印关键字信息格式为（XXX为企业签约主体名称）-XXX（盖章）
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/发送协议：,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/发送协议：下载并发送协议模板如果经过初次沟通后，判断：品牌企业没有触碰红线、可以继续跟进，则应该在初次沟通后的1小时内，将首次发行申请书发送到与品牌企业对接的企微群内。,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/生成协议/发送协议：下载并发送协议模板如果经过初次沟通后，判断：品牌企业没有触碰红线、可以继续跟进，则应该在初次沟通后的1小时内，将首次发行申请书发送到与品牌企业对接的企微群内。
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/条款谈判/适用情况,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/条款谈判/适用情况首次发行申请书，理论上不可修改。在获得法务团队确认后，以下两种情况下允许修改：①品牌方为行业组总监判断为重点项目的企业；②品牌方为上市企业-这是一个博弈的过程。如果企业连基础的首次发行申请书都有大量修改意见，可以预见到未来签署合作协议时在法务、商务等条款上谈判的难度。,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/条款谈判/适用情况首次发行申请书，理论上不可修改。在获得法务团队确认后，以下两种情况下允许修改：①品牌方为行业组总监判断为重点项目的企业；②品牌方为上市企业-这是一个博弈的过程。如果企业连基础的首次发行申请书都有大量修改意见，可以预见到未来签署合作协议时在法务、商务等条款上谈判的难度。
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/条款谈判/另外，如果企业发现我们的首次发行申请书不能够修改，反而会给他们一种强势、专业的感觉，这可以类比于银行或者保险的协议，大家下意识的理解就是不能修改的常见问题,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/条款谈判/另外，如果企业发现我们的首次发行申请书不能够修改，反而会给他们一种强势、专业的感觉，这可以类比于银行或者保险的协议，大家下意识的理解就是不能修改的常见问题在首次发行申请书沟通过程中，BD同事可能会遇到以下常见问题：,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/条款谈判/另外，如果企业发现我们的首次发行申请书不能够修改，反而会给他们一种强势、专业的感觉，这可以类比于银行或者保险的协议，大家下意识的理解就是不能修改的常见问题在首次发行申请书沟通过程中，BD同事可能会遇到以下常见问题：
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/签署协议,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/签署协议协议签署为线上签署的形式，相比之下线上签署比起线下签署有着多快好省的优势：,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/签署协议协议签署为线上签署的形式，相比之下线上签署比起线下签署有着多快好省的优势：
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/签署协议/常见问题,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/签署协议/常见问题,BD-2·数据收集与尽调/首次发行申请书（IO申请书）/签署协议/常见问题
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查,BD-2·数据收集与尽调/尽职调查尽职调查是任何项目中的核心重点，一个好的尽职调查可以帮助项目组发现品牌企业和门店中潜藏的风险，并且降低未来发生意外事件以及需要进行投后处理的概率；而一个不“尽职”的尽职调查可能会导致投资项目的真实性和未来的回报能力受到影响。尽职调查的内容主要有三部分，即法务、财务和技术的调查走访。尽调要求对品牌和门店的发展和存续能力、数据的自洽以及真实性做出确认，以保证投资项目是真实准确符合滴灌通的投资标准。在与品牌方的沟通过程中，品牌企业往往会按照自身的沟通逻辑以及对合作的期望来表述自身业务情况，可能会夸大或者美化自己的数据，或者隐藏销售额、夸大成本。在完成尽职调查所必要的数据搜集之后，真实性检验是必不可少的，以避免企业提供虚假数据或者错误系统信息，从而造成我方损失。,BD-2·数据收集与尽调/尽职调查尽职调查是任何项目中的核心重点，一个好的尽职调查可以帮助项目组发现品牌企业和门店中潜藏的风险，并且降低未来发生意外事件以及需要进行投后处理的概率；而一个不“尽职”的尽职调查可能会导致投资项目的真实性和未来的回报能力受到影响。尽职调查的内容主要有三部分，即法务、财务和技术的调查走访。尽调要求对品牌和门店的发展和存续能力、数据的自洽以及真实性做出确认，以保证投资项目是真实准确符合滴灌通的投资标准。在与品牌方的沟通过程中，品牌企业往往会按照自身的沟通逻辑以及对合作的期望来表述自身业务情况，可能会夸大或者美化自己的数据，或者隐藏销售额、夸大成本。在完成尽职调查所必要的数据搜集之后，真实性检验是必不可少的，以避免企业提供虚假数据或者错误系统信息，从而造成我方损失。
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/法务尽调,BD-2·数据收集与尽调/尽职调查/法务尽调法律尽职调查是指在公司并购、证券发行等重大公司行为中，对目标公司或者发行人的主体：合法性存续、企业资质、资产和负债、对外担保、重大合同、关联关系、纳税、环保、劳动关系等一系列法律问题的调查。-由于滴灌通每个投资项目时间紧张且数量庞大，按照一般投融资项目的方式进行法务尽职调查可能无法满足需求。故在滴灌通的模式下，法务团队对法务尽职调查进行了改造，对申请在滴灌通澳交所首次发行产品的节点企业/门店设置了法务准入标准以及所对应的核查问题，通过这些问题对节点企业/门店是否符合首次发行的准入标准进行判断。法务准入核查的详细释义参见本模块“法务准入核查”文档。,BD-2·数据收集与尽调/尽职调查/法务尽调法律尽职调查是指在公司并购、证券发行等重大公司行为中，对目标公司或者发行人的主体：合法性存续、企业资质、资产和负债、对外担保、重大合同、关联关系、纳税、环保、劳动关系等一系列法律问题的调查。-由于滴灌通每个投资项目时间紧张且数量庞大，按照一般投融资项目的方式进行法务尽职调查可能无法满足需求。故在滴灌通的模式下，法务团队对法务尽职调查进行了改造，对申请在滴灌通澳交所首次发行产品的节点企业/门店设置了法务准入标准以及所对应的核查问题，通过这些问题对节点企业/门店是否符合首次发行的准入标准进行判断。法务准入核查的详细释义参见本模块“法务准入核查”文档。
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/法务准入核查清单/节点企业法务准入核查清单,BD-2·数据收集与尽调/尽职调查/法务准入核查清单/节点企业法务准入核查清单,BD-2·数据收集与尽调/尽职调查/法务准入核查清单/节点企业法务准入核查清单
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/法务准入核查清单/门店法务准入核查清单,BD-2·数据收集与尽调/尽职调查/法务准入核查清单/门店法务准入核查清单当然除清单里的问题外，在做法务尽调时BD通常还会通过公开信息查询节点企业的股权架构情况，包括股权控制结构、股权质押、股权冻结等，为了避免出现投后企业或门店出现控制权变更的情况。,BD-2·数据收集与尽调/尽职调查/法务准入核查清单/门店法务准入核查清单当然除清单里的问题外，在做法务尽调时BD通常还会通过公开信息查询节点企业的股权架构情况，包括股权控制结构、股权质押、股权冻结等，为了避免出现投后企业或门店出现控制权变更的情况。
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/具体操作（待定）：,BD-2·数据收集与尽调/尽职调查/具体操作（待定）：步骤一：在全流程系统中点击尽职调查的法务尽调部分步骤二：根据实际情况，选择法务准入问题来解答（如图）,BD-2·数据收集与尽调/尽职调查/具体操作（待定）：步骤一：在全流程系统中点击尽职调查的法务尽调部分步骤二：根据实际情况，选择法务准入问题来解答（如图）
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表数据收集是了解企业实际经营情况的关键步骤。关于数据收集表的具体事宜，参见“模块二、全流程·数据收集表释义”。对于BD而言，最重要的是向企业进行数据收集，整体步骤分为：①数据收集准备②召开填表说明会③数据收集后核查。,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表数据收集是了解企业实际经营情况的关键步骤。关于数据收集表的具体事宜，参见“模块二、全流程·数据收集表释义”。对于BD而言，最重要的是向企业进行数据收集，整体步骤分为：①数据收集准备②召开填表说明会③数据收集后核查。
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表/数据收集准备,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表/数据收集准备BD发送节点企业门店列表（适用于门店数量超过100家的品牌企业）附件二：,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表/数据收集准备BD发送节点企业门店列表（适用于门店数量超过100家的品牌企业）附件二：
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表/召开填表说明会,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表/召开填表说明会为了数据收集工作的高效展开，BD应该在企业填写之前进行一次“填表说明会”，对每一个表格中的易错字段进行说明。易错字段可参考《BE业务指南_数据收集》。操作：BD发送数据收集表到节点企业后，询问并确定节点企业填写负责人，与负责人约定时间召开线上投屏会议，并对填表说明会进行录制以方便节点企业相关人员参考传阅。使用范围：原则上所有企业初次信息收集建议都应该召开填表说明会，特别对于财务和数字化建设处于初级阶段的企业，要进行重点讲解。,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表/召开填表说明会为了数据收集工作的高效展开，BD应该在企业填写之前进行一次“填表说明会”，对每一个表格中的易错字段进行说明。易错字段可参考《BE业务指南_数据收集》。操作：BD发送数据收集表到节点企业后，询问并确定节点企业填写负责人，与负责人约定时间召开线上投屏会议，并对填表说明会进行录制以方便节点企业相关人员参考传阅。使用范围：原则上所有企业初次信息收集建议都应该召开填表说明会，特别对于财务和数字化建设处于初级阶段的企业，要进行重点讲解。
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表/数据收集后初判及核查,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表/数据收集后初判及核查BD收集到数据后，成立铁三角工作小组，引导相关铁三角成员开展数据收集后核查工作，其中包括由BE主导的数据收集表核查，和BC主导的数据管控核查BD对项目进行初判并拉铁三角群根据初谈了解到的情况，BD对企业的收入，订单，初始投资等重点数据进行判断，并确定是否继续推进项目，如决定继续推进，则拉企业微信“铁三角项目群”进行协调。步骤如下：BD协助铁三角进行数据核查拉群后BD与BE、BC进行一次会议同步项目概况，并协助BE，BC各自主导进行数据核查，具体操作参考《BE业务指南_数据收集》以及《BC数字化现状信息收集》步骤如下：,BD-2·数据收集与尽调/尽职调查/2、财务尽调/数据搜集表/数据收集后初判及核查BD收集到数据后，成立铁三角工作小组，引导相关铁三角成员开展数据收集后核查工作，其中包括由BE主导的数据收集表核查，和BC主导的数据管控核查BD对项目进行初判并拉铁三角群根据初谈了解到的情况，BD对企业的收入，订单，初始投资等重点数据进行判断，并确定是否继续推进项目，如决定继续推进，则拉企业微信“铁三角项目群”进行协调。步骤如下：BD协助铁三角进行数据核查拉群后BD与BE、BC进行一次会议同步项目概况，并协助BE，BC各自主导进行数据核查，具体操作参考《BE业务指南_数据收集》以及《BC数字化现状信息收集》步骤如下：
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/2、财务尽调/财务报表,BD-2·数据收集与尽调/尽职调查/2、财务尽调/财务报表企业运营情况的好坏，能直接从企业提供的财务报表中体现，这也是我们判断企业是否具备充足现金的依据，建议收取：,BD-2·数据收集与尽调/尽职调查/2、财务尽调/财务报表企业运营情况的好坏，能直接从企业提供的财务报表中体现，这也是我们判断企业是否具备充足现金的依据，建议收取：
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/2、财务尽调/走访,BD-2·数据收集与尽调/尽职调查/2、财务尽调/走访完成业务数据及财务数据的远程核查后，仍对数据或企业经营有疑虑或者投资新品类、新店型等情况，需对门店或者企业进行实地或视频走访,BD-2·数据收集与尽调/尽职调查/2、财务尽调/走访完成业务数据及财务数据的远程核查后，仍对数据或企业经营有疑虑或者投资新品类、新店型等情况，需对门店或者企业进行实地或视频走访
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/2、财务尽调/走访/实体走访并核验门店模型的具体方法与步骤,BD-2·数据收集与尽调/尽职调查/2、财务尽调/走访/实体走访并核验门店模型的具体方法与步骤此步骤主要作用为确认节点企业提供的门店模型与实际情况相符。可观察指标核对通过现场观察，无需门店工作人员协助即可核对的模型指标：运营情况询查无法自主通过现场观察核实，需与店长或者店员进行访问了解的指标和情况,BD-2·数据收集与尽调/尽职调查/2、财务尽调/走访/实体走访并核验门店模型的具体方法与步骤此步骤主要作用为确认节点企业提供的门店模型与实际情况相符。可观察指标核对通过现场观察，无需门店工作人员协助即可核对的模型指标：运营情况询查无法自主通过现场观察核实，需与店长或者店员进行访问了解的指标和情况
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/2、财务尽调/走访/线上核验门店数据真实性的具体方法与步骤,BD-2·数据收集与尽调/尽职调查/2、财务尽调/走访/线上核验门店数据真实性的具体方法与步骤Step1：线上核验SaaS系统数据真实性此步骤主要针对无法现场走访和尽调的情况。此情况下，必须远程确认节点企业提供的历史营业额数据及指标与门店实际销售相符。历史数据核对①节点企业可开放SaaS系统账号通过提供的账号登录门店后台系统，随机抽查门店历史营业额及历史订单数，与数据收集表进行核对。原则：至少抽查5家门店，尽可能包含不同地域/不同店型/不同历史表现门店。②节点企业无法开放SaaS系统账号如果因数据保密或系统无法远程登录等原因，不能自主登录门店后台系统，必须要求节点企业截取后台系统数据界面进行数据核对。原则：至少抽查5家门店，尽可能包含不同地域/不同店型/不同历史表现门店；截图界面应该包括门店名称，销售数据，数据日期。实时情况询查（非必需）针对数据收集表中的指标数据与行业平均指标偏差较大，以及门店收入管控情况无法准确核实等特殊情况，建议抽查门店实时进行产品/项目下单，并在退单后截取后台记录以供确认系统使用标准与数据记录的真实性。Step2：线上核验门店模型与店长或者店员进行视频访问，了解,BD-2·数据收集与尽调/尽职调查/2、财务尽调/走访/线上核验门店数据真实性的具体方法与步骤Step1：线上核验SaaS系统数据真实性此步骤主要针对无法现场走访和尽调的情况。此情况下，必须远程确认节点企业提供的历史营业额数据及指标与门店实际销售相符。历史数据核对①节点企业可开放SaaS系统账号通过提供的账号登录门店后台系统，随机抽查门店历史营业额及历史订单数，与数据收集表进行核对。原则：至少抽查5家门店，尽可能包含不同地域/不同店型/不同历史表现门店。②节点企业无法开放SaaS系统账号如果因数据保密或系统无法远程登录等原因，不能自主登录门店后台系统，必须要求节点企业截取后台系统数据界面进行数据核对。原则：至少抽查5家门店，尽可能包含不同地域/不同店型/不同历史表现门店；截图界面应该包括门店名称，销售数据，数据日期。实时情况询查（非必需）针对数据收集表中的指标数据与行业平均指标偏差较大，以及门店收入管控情况无法准确核实等特殊情况，建议抽查门店实时进行产品/项目下单，并在退单后截取后台记录以供确认系统使用标准与数据记录的真实性。Step2：线上核验门店模型与店长或者店员进行视频访问，了解
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/技术尽调,BD-2·数据收集与尽调/尽职调查/技术尽调技术尽调一般由BC同事领头负责，在新品类或新系统时BD同事建议参与旁听，并在推进出现阻碍时从业务逻辑入手协助BC同事推进项目落地。业务逻辑主要包括：①影响资金落地时间②影响后续增资③容易出现未来的财税账务问题BD应该在碰到品牌企业不配合技术对接（不想开放接口、不愿意承担开发成本等）的情况下，通过以上切入点来协助BC说服对方。一般建议BD旁听自己独立负责的前两个项目的技术尽调会议。技术尽调主要包括信息系统管理和分账管理两个方面：,BD-2·数据收集与尽调/尽职调查/技术尽调技术尽调一般由BC同事领头负责，在新品类或新系统时BD同事建议参与旁听，并在推进出现阻碍时从业务逻辑入手协助BC同事推进项目落地。业务逻辑主要包括：①影响资金落地时间②影响后续增资③容易出现未来的财税账务问题BD应该在碰到品牌企业不配合技术对接（不想开放接口、不愿意承担开发成本等）的情况下，通过以上切入点来协助BC说服对方。一般建议BD旁听自己独立负责的前两个项目的技术尽调会议。技术尽调主要包括信息系统管理和分账管理两个方面：
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/技术尽调/信息系统管理,BD-2·数据收集与尽调/尽职调查/技术尽调/信息系统管理信息系统管理的风险主要包括信息数据管控不完善，以及无法通过系统获取数据。①信息数据管控的不完善可能导致数据完整性、真实性受到影响。②同时，无法通过系统获取数据，即不具备收入管控能力，可能导致门店进行收入造假，即便门店没有造假也很难保证数据系统可以真实准确且按时的抓取数据。而为了杜绝这些风险项，BC同事需要和对方进行详尽的沟通，获取企业系统账号，并判断双方是否可以落地系统对接方案。,BD-2·数据收集与尽调/尽职调查/技术尽调/信息系统管理信息系统管理的风险主要包括信息数据管控不完善，以及无法通过系统获取数据。①信息数据管控的不完善可能导致数据完整性、真实性受到影响。②同时，无法通过系统获取数据，即不具备收入管控能力，可能导致门店进行收入造假，即便门店没有造假也很难保证数据系统可以真实准确且按时的抓取数据。而为了杜绝这些风险项，BC同事需要和对方进行详尽的沟通，获取企业系统账号，并判断双方是否可以落地系统对接方案。
2.数据收集与尽调202310.docx,BD-2·数据收集与尽调/尽职调查/技术尽调/分账管理,BD-2·数据收集与尽调/尽职调查/技术尽调/分账管理滴灌通的收入分成模式的核心就是每日分成。BC同事需要在沟通中确认品牌企业可以使用滴灌通指定的分账系统，配合调整相关账户的结算路径。如果品牌或门店无法符合滴灌通分账要求，则无法保证未来自动分账可以落地并稳定运行。,BD-2·数据收集与尽调/尽职调查/技术尽调/分账管理滴灌通的收入分成模式的核心就是每日分成。BC同事需要在沟通中确认品牌企业可以使用滴灌通指定的分账系统，配合调整相关账户的结算路径。如果品牌或门店无法符合滴灌通分账要求，则无法保证未来自动分账可以落地并稳定运行。
2.联营协议释义-202310.docx,法务-2·联营协议释义,法务-2·联营协议释义联合经营协议是全流程的重要节点，签署联营协议标志着滴灌通与门店拟正式建立联合经营合作关系。,法务-2·联营协议释义联合经营协议是全流程的重要节点，签署联营协议标志着滴灌通与门店拟正式建立联合经营合作关系。
2.联营协议释义-202310.docx,法务-2·联营协议释义/联营协议介绍/联营协议定义,法务-2·联营协议释义/联营协议介绍/联营协议定义联营协议是滴灌通与门店进行联营合作而签署的协议，是滴灌通业务模式的核心协议之一，联营协议会约定联营资金、分成比例、分成期间等具体的商业合作方案，以及各方在联营合作下的各项权利义务。,法务-2·联营协议释义/联营协议介绍/联营协议定义联营协议是滴灌通与门店进行联营合作而签署的协议，是滴灌通业务模式的核心协议之一，联营协议会约定联营资金、分成比例、分成期间等具体的商业合作方案，以及各方在联营合作下的各项权利义务。
2.联营协议释义-202310.docx,法务-2·联营协议释义/联营协议介绍/联营协议整体架构,法务-2·联营协议释义/联营协议介绍/联营协议整体架构联营协议条款的逐条释义详见“附录1：联营协议条款释义”。目前使用的联营协议版本为交易所模式下版本，本版本与交易所模式启动前使用的上一代联营协议版本的区别介绍详见“附录2：现有交易所模式下联营协议整体介绍”。,法务-2·联营协议释义/联营协议介绍/联营协议整体架构联营协议条款的逐条释义详见“附录1：联营协议条款释义”。目前使用的联营协议版本为交易所模式下版本，本版本与交易所模式启动前使用的上一代联营协议版本的区别介绍详见“附录2：现有交易所模式下联营协议整体介绍”。
